,acea,aceb,acek,fabb,fabd,fabg,fabh,fadd,fade,fadh,fadi,fadj,fadr,hipa,hipb,iclr
acid_shift_t0_r3,8.69836,9.15856,7.81181,11.5527,12.0152,12.8638,12.1334,8.62436,8.90261,8.62413,8.54699,8.85195,9.30424,7.78157,8.74604,8.91975
acid_shift_t0_r4,8.65659,9.08711,7.74278,11.5019,12.0908,12.8619,12.1624,8.40069,8.64033,8.41846,8.33469,8.84217,9.3003,7.63114,8.65076,8.87176
acid_shift_t0_r5,8.64233,9.09023,7.8046,11.5652,12.0236,12.871,12.1088,8.41877,8.85582,8.40973,8.35509,8.79426,9.27402,7.55113,8.71246,8.86123
acid_shift_1min_r1,8.79971,9.40419,7.64071,11.9006,11.9966,12.7178,11.9141,8.20258,8.47004,8.49284,8.02871,8.78865,9.19705,8.19061,9.36529,8.7227
acid_shift_1min_r2,8.64231,9.34108,7.91637,11.7578,11.848,12.6811,11.7914,8.19627,8.76143,8.64038,8.15436,8.68678,9.15483,8.13932,9.25576,8.76077
acid_shift_1min_r3,8.68005,9.48521,7.91472,11.6903,11.7811,12.6711,11.6743,8.38174,8.61419,8.61321,8.23342,8.94825,9.10548,8.21894,9.06244,8.86031
acid_shift_1min_r4,8.78653,9.23872,7.81954,11.6867,11.9472,12.8808,12.0539,8.13963,8.45107,8.47649,8.35033,8.70489,8.81958,7.7558,9.1733,8.77152
acid_shift_1min_r5,8.80954,9.3208,7.55771,11.6021,11.8618,12.6834,11.8911,8.28656,8.73788,8.59219,8.25014,8.71319,9.1796,8.12851,9.01146,8.63919
acid_shift_5min_r1,10.7397,11.1073,8.49648,11.6756,11.7452,13.0274,11.2286,7.475,8.57759,8.71933,8.749,8.99038,8.60477,7.76381,9.05943,8.85863
acid_shift_5min_r2,10.6456,11.2153,8.4457,11.6369,11.4569,12.5713,11.1198,7.77337,8.50678,8.67112,8.39376,9.08696,8.931,8.29431,9.24546,8.88796
acid_shift_5min_r3,10.5912,11.2548,8.57639,11.7458,11.5435,12.592,11.2038,8.04328,8.7296,8.7501,8.58266,9.03485,9.01246,8.30241,9.12915,8.76525
acid_shift_5min_r4,10.6559,11.1412,8.47558,11.7241,11.5478,12.5742,11.2131,7.96312,8.27532,8.74064,8.44877,9.10277,9.04367,8.27675,9.11907,8.8554
acid_shift_5min_r5,10.6582,11.1487,8.41115,11.6834,11.5376,12.6411,11.2948,7.92629,8.58909,8.65505,8.5185,8.85225,9.02088,8.19951,8.99533,8.99253
acid_shift_10min_r1,10.4303,10.5834,8.0023,11.0602,11.3992,12.245,11.2071,7.84214,8.68417,8.72872,8.61781,9.25498,9.0809,7.78792,8.59337,8.81748
acid_shift_10min_r2,10.6077,10.59,8.43939,11.2405,11.3441,12.4843,11.3451,7.84007,8.37346,8.89596,8.67316,9.21914,8.64755,7.23369,8.1696,8.80455
acid_shift_10min_r3,10.347,10.3378,8.09821,11.1053,11.5919,12.4232,11.5781,8.04151,8.83148,8.95159,8.85681,9.53174,9.3266,7.89356,8.60161,8.6652
acid_shift_10min_r4,10.1542,10.2854,8.19228,11.1259,11.4512,12.3391,11.2328,7.91783,8.66957,8.96329,8.88791,9.28193,9.19189,7.83377,8.65821,8.64556
acid_shift_10min_r5,10.4495,10.2943,7.88062,11.1987,11.6222,12.5133,11.3018,7.8963,8.65975,8.92562,8.8938,9.34402,9.04313,7.64128,8.69431,8.61737
TG1_pBS_Kan_H_prod_r1,7.51031,7.74099,7.49519,11.2746,8.62338,11.3295,9.26279,7.37296,8.13921,8.41121,7.79243,8.63321,8.54241,8.12715,8.187,7.81316
TG1_pBS_Kan_Synhox_H_prod_r1,7.14682,6.74837,7.7828,11.1422,9.51664,11.0596,9.73518,7.66499,8.47444,8.83358,8.32953,8.76498,8.86845,7.88387,8.11813,8.661
ATCC25404_wt_24hr_biofilm_r1,8.67579,10.3794,8.1897,11.2051,7.38319,8.79082,8.64324,9.35593,9.08457,9.31069,8.94468,10.0987,8.2642,9.46574,8.50979,8.67953
ATCC25404_wt_R1drd19_24hr_biofilm_r1,9.92731,11.8114,8.06291,11.5248,8.08882,11.4018,9.13623,9.68772,9.9844,9.61753,9.51607,10.4943,8.09249,8.72988,7.78945,8.72257
MG1655_wt_24hr_biofilm_r1,8.13954,8.8191,8.07556,11.2533,8.52288,10.7391,9.49728,10.18,9.99444,9.11981,8.98288,10.0576,8.47512,8.48802,7.7598,8.04286
MG1655_wt_R1drd19_24hr_biofilm_r1,9.29876,10.8052,8.19116,10.0362,8.02083,11.8056,9.0884,9.67066,10.2199,9.51216,9.38949,10.0153,8.27639,8.85005,7.86956,8.03216
BW25113_R1drd19_24hr_biofilm_r1,9.97024,12.4932,8.93344,11.2244,7.63272,10.3395,9.32854,9.55771,10.3906,8.91562,9.17261,10.1353,7.96952,9.09306,7.92084,7.80217
BW25113_R1drd19_15hr_biofilm_r1,13.0136,13.1082,8.8374,12.0742,8.70492,12.6807,9.86138,10.782,9.40556,9.87992,10.0198,10.9884,8.77537,8.50483,7.80633,7.90229
BW25113_R1drd19_7hr_biofilm_r1,12.8135,13.458,9.9142,12.6854,9.51808,12.2892,10.4722,8.65869,8.99408,9.53313,9.21502,10.1158,9.439,8.25961,8.01202,9.05441
BW25113_wt_15hr_biofilm_r1,11.5672,12.5636,8.68548,11.3658,8.59932,11.3749,9.63587,9.18507,10.3472,9.07588,9.01745,10.4535,8.45951,9.10185,7.91427,8.27643
BW25113_wt_7hr_biofilm_r1,13.4468,13.4067,9.57183,11.4027,7.69446,10.4595,9.02099,9.15937,8.45272,9.57153,8.79326,9.65412,8.34896,8.48709,7.81845,8.55146
rb_del_rpoS_biofilm_r1,9.84221,11.2642,8.16212,12.5531,10.6041,12.0667,10.602,7.8495,8.21351,8.78486,8.19024,8.39306,9.18735,8.03715,8.49595,8.59531
rb_del_rpoS_biofilm_r2,9.63478,11.4588,8.00817,12.2964,10.6914,12.1817,10.9145,8.10733,8.36522,8.66389,8.18605,8.62569,9.4037,8.09413,8.277,8.63318
rb_del_rpoS_biofilm_r3,9.69084,11.3985,7.94218,12.2344,10.5242,12.1262,10.7684,8.0765,8.36919,8.63007,8.13292,8.54166,9.24298,8.07889,8.24958,8.53803
rb_wt_biofilm_r1,8.69167,9.01656,8.48471,10.0302,8.52969,9.64788,9.56238,7.96543,8.85566,9.31097,8.53363,9.1043,9.40887,7.83529,7.33948,8.49122
rb_wt_biofilm_r2,8.96358,10.499,7.98479,11.5575,9.59583,11.2596,10.0467,7.7729,8.24123,9.2291,8.57069,8.88293,9.11739,8.13975,8.22729,7.85166
rb_wt_biofilm_r3,8.35848,10.4615,8.27216,11.2516,8.74406,10.1624,10.1478,7.86428,8.92413,9.06865,8.66463,9.20917,8.85854,8.25298,7.97558,8.55132
rb_del_rpoS_exponential_r1,12.731,13.0129,8.87935,12.0294,10.479,12.0364,10.4553,9.68336,9.94788,9.66842,9.55601,10.3478,9.91787,7.71331,7.96488,8.63405
rb_del_rpoS_exponential_r2,10.93,11.5748,8.35524,11.9554,10.9545,12.3171,10.2313,7.47695,8.09614,8.37715,7.9952,8.99179,9.38832,7.78461,8.94691,9.00722
rb_del_rpoS_exponential_r3,12.0339,12.8542,8.87145,12.4986,11.2004,12.2736,11.1761,7.97015,9.07957,8.81826,8.69792,9.07447,8.93408,7.89675,8.75072,8.45038
rb_wt_exponential_r1,12.1234,12.6604,8.78172,11.6963,11.135,12.6587,11.1755,8.14482,8.45517,8.34644,8.18358,8.72869,9.1078,7.85214,8.56622,8.64404
rb_wt_exponential_r2,12.1851,12.8002,8.91788,11.5031,11.0899,12.5327,11.2318,8.09979,8.54086,8.34322,8.13854,8.64334,9.06755,7.97842,8.47276,8.72983
rb_wt_exponential_r3,12.2916,12.899,8.95477,11.6273,11.2101,12.6335,11.2027,7.83555,8.0407,8.13364,8.38207,8.75795,9.29953,7.60052,8.25985,8.7182
rb_wt_stationary_r1,10.9018,11.7945,8.21431,10.1146,9.99891,12.2579,10.5295,9.9757,10.3203,9.74539,9.2374,10.4423,8.91597,7.92745,8.46258,7.98036
rb_wt_stationary_r2,10.3538,11.331,8.0123,9.98972,9.86305,12.0155,10.3533,10.0754,10.7489,9.47464,9.22399,10.1243,9.20858,7.90902,8.23701,8.23527
rb_wt_stationary_r3,10.4197,11.4067,7.5747,10.3958,10.101,11.7485,10.4426,9.84908,10.4091,9.27046,9.10761,9.9514,9.06033,7.85271,7.85947,7.95114
rb_del_rpoS_stationary_r1,12.7698,13.337,9.2845,12.5744,11.0681,12.3852,11.0597,7.97447,9.09016,8.76373,8.6026,9.09595,9.42683,8.00284,8.2845,8.61334
rb_del_rpoS_stationary_r2,13.9069,13.6188,9.84976,12.0985,10.629,12.4936,10.6349,10.2594,11.2261,10.8147,10.4949,12.2206,9.76652,7.87756,8.3342,8.24633
rb_del_rpoS_stationary_r3,13.2787,13.5704,9.77288,12.1648,10.015,11.8713,10.4237,9.60449,10.437,9.9981,9.846,11.2767,9.42732,8.03623,7.84833,8.82428
B178_wt_Hsp60_r1,11.2717,12.6775,9.0661,12.2678,10.1949,11.697,10.2454,8.35697,8.26186,8.5119,8.43004,8.67756,9.02114,8.6247,9.33907,9.13265
B178_mutant_Hsp60_r1,11.6812,12.4459,9.12074,12.1799,10.7248,11.905,10.5517,8.23019,8.16625,8.73449,8.60559,9.12132,9.14662,8.44905,9.28912,8.81245
BW25113_K_tnaA_30C_biofilm_indole_control_r1,13.1676,12.569,9.2416,12.3041,10.3393,12.5235,10.3726,8.7119,9.21683,9.37814,8.79713,9.93511,9.64383,8.19115,8.35328,8.67951
BW25113_K_tnaA_30C_biofilm_indole_1mM_r1,13.4287,13.4804,10.3254,12.2583,10.7108,12.7482,10.8068,8.75436,9.00332,9.32222,8.4433,10.0203,9.17355,8.27515,8.60811,8.89298
BW25113_30C_biofilm_r1,12.9394,13.0188,9.80996,12.1963,10.584,12.27,10.4666,8.90262,9.30807,9.77588,8.56391,9.72666,9.25072,8.07016,7.87518,8.70345
pBAD_ryhB_no_ara_r1,10.4764,9.65511,8.10124,12.1628,11.6684,12.5898,11.6474,8.23442,8.84991,8.59397,8.34759,8.53974,9.39466,7.48857,7.55278,8.61174
pBAD_ryhB_no_ara_r2,10.3131,9.73406,8.16076,12.1118,11.6367,12.6269,11.7517,8.39873,8.76187,8.53944,8.29377,8.70648,9.2663,7.82442,7.63845,8.4842
pBAD_ryhB_with_ara_r1,10.2809,9.78371,8.09656,12.3336,11.8415,12.7003,11.8891,8.58947,8.65753,8.36028,8.50071,8.66306,9.54395,7.47562,7.3784,8.78124
pBAD_ryhB_with_ara_r2,10.2963,9.48238,8.07274,12.3361,11.832,12.7029,11.7331,7.99239,8.32668,8.71713,8.28452,8.60428,9.31892,7.50948,7.19997,8.84693
pNM12_with_ara_r1,10.114,9.45534,8.3396,12.0712,11.7486,12.733,11.8488,8.36386,8.71434,8.67128,8.49735,8.89881,9.47816,7.37102,7.52644,8.44479
pNM12_with_ara_r2,10.2813,9.62574,8.40014,12.1503,11.7811,12.7877,11.8008,8.41386,8.411,8.76422,8.46695,8.80221,9.45409,7.58229,7.24353,8.92179
pBAD_ryhB_iron_no_ara_r1,9.63031,9.17443,8.43772,12.5246,11.3376,13.1156,11.6397,7.62831,8.89667,8.85296,8.45041,8.97328,8.96889,7.39593,7.62476,8.28763
pBAD_ryhB_iron_no_ara_r2,9.80212,9.38736,8.23732,12.417,11.3542,13.0993,11.5048,7.55153,8.80023,8.72826,8.62863,8.90856,8.95159,7.86256,7.70606,8.48085
pBAD_ryhB_iron_with_ara_r1,9.68588,9.13349,8.31099,12.6495,11.6758,13.1784,11.9783,7.83694,8.61204,8.71365,8.49591,8.74402,8.84542,7.75571,7.61909,8.4338
pBAD_ryhB_iron_with_ara_r2,9.7077,9.30799,8.47637,12.7003,11.5362,13.1173,11.6492,7.74621,8.65894,8.94477,8.60359,9.02455,9.17918,7.97367,7.5948,8.48366
pNM12_iron_with_ara_r1,9.7959,9.39554,8.37491,12.5915,11.5492,13.1139,11.8171,7.73169,8.82658,8.64273,8.3526,8.77425,9.00033,7.73608,7.51434,8.39243
pNM12_iron_with_ara_r2,9.6684,9.42536,8.35825,12.6699,11.5579,13.1557,11.8031,7.7325,8.68194,8.75288,8.5058,8.48108,9.03816,7.50971,7.77061,8.53702
RM_pTN9_0h_r1,8.49135,9.09256,7.59849,11.8426,11.9729,12.8658,11.9879,9.3209,8.04544,8.39033,8.16071,9.01042,9.65711,8.09857,8.65959,8.77291
RM_pTN9_0h_r2,8.52468,9.31109,7.50568,11.9474,11.7444,13.0871,11.8774,9.02895,8.36909,8.46342,8.30274,9.00387,9.58343,7.97659,8.67653,9.02744
RM_pTN11_0h_r1,10.0072,10.8997,8.65811,11.4999,11.2964,12.6353,11.5322,8.49249,8.66302,8.55668,8.74798,9.81913,9.16699,8.25136,8.88255,8.80044
RM_pTN11_0h_r2,10.4608,10.8057,8.36889,11.9408,11.4141,12.8375,11.5966,8.54545,8.52365,8.40867,8.42913,9.45653,9.25447,7.79205,8.60086,8.84516
RM_pHSG415_0h_r1,10.1528,10.7178,8.35752,11.6208,11.4826,12.8595,11.6462,8.82438,8.52475,8.34359,8.26715,9.25672,9.26753,8.07077,8.95345,8.78881
RM_pHSG415_0h_r2,10.1402,10.2531,8.10157,11.9028,11.5784,12.844,11.6754,8.71651,8.25153,8.16256,8.04686,8.83067,9.37909,7.90523,8.60702,8.77374
RM_pTN9_1h_r1,9.09053,9.88538,7.58388,11.9127,11.3356,12.4712,11.6268,8.51754,8.58069,8.58663,7.99217,8.41718,8.95129,8.19044,8.83647,8.86662
RM_pTN9_1h_r2,9.00271,10.0288,8.04798,11.7205,11.3249,12.2701,11.7284,8.70077,8.43541,8.35575,7.74689,8.30058,8.97853,8.47898,9.131,8.8983
RM_pTN11_1h_r1,8.96191,9.89824,7.95505,11.8258,11.2422,12.2924,11.6172,8.93052,8.38161,8.26848,7.79024,8.29484,8.98137,8.58978,9.00262,8.74204
RM_pTN11_1h_r2,9.21661,10.0573,8.17958,11.8462,11.4296,12.5288,11.9167,8.63309,8.56991,8.35128,8.05391,8.77412,9.03061,8.21551,8.51442,9.18707
RM_pHSG415_1h_r1,9.36383,10.0262,7.97197,12.0603,11.4969,12.4518,11.7387,8.73279,8.04312,8.24544,7.76679,8.25593,9.00293,8.15065,8.6175,9.24761
RM_pHSG415_1h_r2,9.24608,9.81415,7.81111,11.892,11.3479,12.5072,11.3636,8.8488,8.26547,8.36096,7.71512,8.22159,9.0684,8.22293,9.05848,9.37505
RM_pTN9_1h_50min_r1,11.6961,12.4155,8.62674,11.9603,11.1624,12.4663,11.1067,8.75518,9.05278,8.93055,9.11794,9.83692,9.01795,8.45345,8.92162,8.66325
RM_pTN9_1h_50min_r2,11.5461,12.1315,8.43805,11.9038,11.2757,12.3912,11.3038,8.16019,8.19518,8.8081,8.52195,9.05453,9.13803,8.33504,8.98573,8.71376
RM_pTN11_1h_50min_r1,12.2922,12.7904,8.68761,11.9386,10.9575,12.2557,11.0369,8.80676,9.27394,8.9695,9.1922,10.0639,8.97429,8.28497,9.06798,8.61287
RM_pTN11_1h_50min_r2,11.9895,12.867,8.98212,11.888,10.9984,12.2109,11.0037,8.84442,9.21283,8.98365,9.28971,10.0404,9.01656,8.50087,9.23114,8.79232
RM_pHSG415_1h_50min_r1,12.5502,12.9147,9.04288,12.1681,10.9787,12.0665,10.9888,8.78806,9.29738,9.01854,9.26952,10.1018,9.01719,8.24938,9.06027,8.73133
RM_pHSG415_1h_50min_r2,12.2323,12.6756,8.7434,12.0875,11.1001,12.2976,11.0986,8.80386,9.08497,9.01219,9.33756,9.94045,9.05529,8.32866,9.05399,8.70544
RM_pTN9_3h_r1,8.97995,9.97174,7.75115,11.9275,11.2621,12.2319,11.557,8.98726,8.41877,8.48738,7.76812,8.29682,8.8775,8.18637,8.91235,8.73594
RM_pTN9_3h_r2,8.97021,10.1088,7.91508,11.85,11.0517,11.7074,11.748,9.02495,8.70123,8.46293,7.99988,8.51626,8.79083,8.45933,8.66722,8.81092
RM_pTN11_3h_r1,9.17374,10.0364,7.87155,12.0172,11.7001,12.5557,11.9648,8.83992,8.35053,8.29126,7.63625,8.24192,8.87504,8.52968,9.07168,8.94281
RM_pTN11_3h_r2,9.39965,10.2723,7.84712,12.1695,11.6855,12.6357,11.8901,8.99032,8.18305,8.30347,7.70536,8.17942,9.24368,8.36696,9.08361,9.22814
RM_pHSG415_3h_r1,9.11315,10.0372,7.90569,12.0043,11.4677,12.4531,11.9464,8.86163,8.59659,8.44326,7.87103,8.42556,9.06009,8.31369,8.62384,9.01372
RM_pHSG415_3h_r2,9.08477,10.0718,8.03327,11.8021,11.531,12.3079,12.0382,8.79193,8.03152,8.30368,7.82787,8.33549,8.95767,8.25472,8.87391,9.05638
cefmec_untreated_minus5min_r1,8.31669,8.86116,8.00567,11.4571,11.9979,13.2426,12.2631,8.97259,8.68149,8.75077,8.15684,8.21684,9.6987,8.07672,8.46038,9.10545
cefmec_untreated_minus5min_r2,8.36141,9.24597,8.02606,11.7215,11.9674,13.0397,12.1914,8.99534,8.42145,8.48709,8.0736,8.32204,9.41818,7.99535,8.60661,9.09044
cefmec_untreated_minus5min_r3,8.18391,8.75876,8.02791,11.8086,12.023,12.9999,12.268,9.13643,8.90481,8.83749,8.17452,8.33161,9.41611,8.05808,8.42494,9.00481
cefmec_untreated_5min_r1,8.34949,8.67304,7.75644,11.5572,11.6989,13.0803,12.0562,9.16108,8.8953,8.79792,7.92604,8.48736,9.33259,8.27673,8.54746,9.20546
cefmec_untreated_5min_r2,8.5307,9.05461,7.8961,11.7177,11.8435,12.9491,12.0384,8.94366,8.5131,8.01697,8.12113,8.67541,9.45832,7.93193,8.18232,8.9691
cefmec_untreated_20min_r1,8.61212,9.5353,7.71979,11.476,11.5456,12.9786,11.6334,8.44527,8.71921,9.156,8.61696,9.26569,9.33367,8.2959,8.98501,9.15743
cefmec_untreated_20min_r2,11.4267,11.529,8.44363,11.867,11.3107,12.9822,11.2926,8.14002,8.57875,8.79842,8.40579,9.0866,9.15435,8.2633,8.76284,9.04641
cefmec_untreated_20min_r3,8.37774,8.4174,7.74265,11.0993,11.533,12.9588,11.6313,8.87952,8.64301,8.80811,8.17288,8.85422,9.28708,8.16405,8.55587,9.2233
cefmec_untreated_40min_r1,9.39137,9.95835,8.03337,11.4727,11.5049,12.9035,11.6971,8.43816,8.72816,9.00512,8.78324,9.67684,9.43451,8.02504,8.36347,8.95986
cefmec_untreated_40min_r2,9.77971,9.97417,8.01511,11.2569,11.5684,12.999,11.636,8.53553,8.62195,8.66754,8.59915,9.21987,9.42575,8.15402,8.58031,8.74737
cefmec_untreated_40min_r3,8.65016,8.65046,8.00616,11.2465,11.539,12.8651,11.6288,8.45277,8.86833,9.08568,8.37664,9.06646,9.55042,8.11665,8.40503,8.83181
cefmec_untreated_40min_r4,8.43262,9.44989,7.71142,11.4443,11.353,12.4479,11.554,8.81576,8.99575,8.54306,8.66624,9.50778,9.44392,8.5568,8.51055,8.82856
cefmec_cef_minus5min_r1,8.1363,8.65659,7.93452,11.5644,11.9025,13.0486,12.1397,9.03535,8.81851,8.74845,8.04167,8.37077,9.50688,8.10759,8.37032,8.87961
cefmec_cef_minus5min_r2,8.20397,9.00738,7.82828,11.8939,11.9045,12.8666,12.03,8.72502,8.62735,8.75394,8.06253,8.39232,9.30062,8.23283,8.25201,8.95755
cefmec_cef_5min_r1,8.09526,8.80925,8.05021,11.7829,11.9343,13.085,12.1039,8.9248,8.57122,8.61752,7.88978,8.58493,9.61646,7.94321,8.35853,9.06241
cefmec_cef_5min_r2,8.62156,9.09387,8.04988,11.764,11.7604,12.9083,11.868,8.84626,8.62366,8.72764,8.17052,8.49689,9.51001,8.04681,8.16311,9.13103
cefmec_cef_20min_r1,8.49843,9.37551,7.91228,11.7526,11.7181,13.1007,11.7641,8.12957,8.70251,8.92808,8.90896,9.27176,9.71075,8.20545,8.77587,8.94682
cefmec_cef_20min_r2,11.3774,11.9953,8.47285,11.3732,11.3927,13.1416,11.3945,7.90058,8.87371,8.9034,9.05354,9.654,9.08075,8.32299,8.98052,9.06758
cefmec_cef_40min_r1,9.65963,10.1636,8.24441,11.5917,11.5777,12.9559,11.814,8.41731,8.87247,8.90512,8.78988,9.37541,9.69572,7.99525,8.21496,8.85539
cefmec_cef_40min_r2,9.72487,9.86527,7.88906,11.2253,11.6512,13.0142,11.7007,8.51353,8.48484,8.70062,8.27814,8.91949,9.44552,7.99141,8.48856,8.7517
cefmec_cef_40min_r3,9.65794,10.4389,8.22976,11.5636,11.7227,12.8388,11.83,8.52934,8.94801,9.03812,9.02597,9.6837,9.52382,7.7304,8.32581,8.93983
cefmec_mec_minus5min_r1,8.04688,8.81901,7.85249,11.7311,11.8728,13.1961,11.9643,8.72524,8.84999,8.52273,8.15958,8.61446,9.45877,8.05978,8.55906,9.1683
cefmec_mec_minus5min_r2,8.43679,9.05648,7.93172,11.9989,11.9699,12.9304,12.0551,8.86658,8.59559,8.80762,8.16578,8.27151,9.33702,8.06224,8.55553,8.99075
cefmec_mec_5min_r1,8.02076,8.68401,7.82281,11.781,11.8672,13.1062,12.0475,9.1102,8.55274,8.63418,7.98614,8.46876,9.42904,8.00233,8.54262,9.02754
cefmec_mec_5min_r2,8.49175,9.02565,7.90714,11.6257,11.8432,12.9314,12.1229,8.77672,8.53738,8.63497,8.22587,8.55766,9.45717,7.76993,8.2462,9.15962
cefmec_mec_20min_r1,8.70503,9.79157,7.67924,11.9129,11.7421,13.1489,11.7366,8.50982,8.64375,8.97879,8.99046,9.39117,9.6096,8.23402,8.9515,8.96783
cefmec_mec_20min_r2,11.7112,12.0094,8.58882,12.1245,11.4806,12.8299,11.5255,7.97076,8.59951,8.69491,8.59303,9.02111,9.1975,8.12487,8.52743,9.04412
cefmec_mec_40min_r1,9.53506,9.95756,7.98968,11.4993,11.4908,12.9783,11.694,8.51154,8.62294,8.8908,8.83606,9.65491,9.5829,7.94459,8.31374,8.90715
cefmec_mec_40min_r2,9.87811,10.1285,8.09416,11.5551,11.4615,12.8533,11.4261,8.28571,8.66643,8.90709,8.41631,8.92535,9.32494,7.96529,8.42674,8.88046
cefmec_mec_40min_r3,9.07702,9.84641,7.97967,11.5556,11.7469,12.9456,11.7698,8.50704,8.88375,9.08278,8.77748,9.65616,9.5083,8.03524,8.34896,8.92574
cefmec_cefmec_minus5min_r1,8.03943,8.64637,7.80326,11.8788,11.8203,13.0393,12.075,9.02561,8.4958,8.42422,7.93847,8.29973,9.46067,8.02345,8.53681,8.86477
cefmec_cefmec_minus5min_r2,8.32383,9.05992,7.74995,11.8948,12.0045,13.1124,12.171,8.79861,8.63635,8.53421,7.94108,8.36135,9.54744,8.22141,8.65051,9.08797
cefmec_cefmec_minus5min_r3,8.05097,8.53391,8.01743,11.7014,11.84,13.0233,12.0447,9.02147,8.73862,8.77431,8.0005,8.27468,9.3985,7.97474,8.57165,9.01768
cefmec_cefmec_5min_r1,8.453,8.68841,7.87426,11.8893,11.8357,13.0115,11.87,8.79541,8.54067,8.44438,7.98958,8.48911,9.40275,8.03882,8.49341,8.9278
cefmec_cefmec_5min_r2,8.43082,8.99471,7.90753,11.6889,11.8692,13.1647,12.0499,8.93828,8.48036,8.5619,8.16905,8.58587,9.53399,8.02035,8.19884,9.07937
cefmec_cefmec_5min_r3,8.37706,8.89914,7.96761,11.5762,11.6867,13.1031,11.8396,8.78739,8.67389,8.83673,8.14153,8.45623,9.38125,7.91709,8.50408,9.33032
cefmec_cefmec_20min_r1,9.63463,10.6198,7.7955,11.9123,11.5423,13.0477,11.5115,8.51597,8.80519,9.09581,9.22186,9.86804,9.26283,8.18526,9.01763,8.68369
cefmec_cefmec_20min_r2,11.0917,11.4059,8.42061,12.1069,11.4885,12.8785,11.6351,8.11583,8.58232,8.7131,8.35481,9.04957,9.21972,8.10369,8.52079,8.52491
cefmec_cefmec_20min_r3,8.37396,8.52737,8.01822,11.4397,11.5771,13.085,11.7274,8.67733,8.7181,8.69259,8.3958,8.92687,9.68475,8.13817,8.65334,8.9129
cefmec_cefmec_40min_r1,9.51528,9.96236,7.92736,11.802,11.4636,12.9257,11.3483,8.52265,8.61487,8.74072,8.72755,9.5044,9.61516,7.74223,8.19364,8.52212
cefmec_cefmec_40min_r2,10.0449,10.3396,7.93173,11.5644,11.682,13.0031,11.6768,8.45868,8.4817,8.57119,8.29637,9.07634,9.54025,8.0252,8.51702,8.87756
cefmec_cefmec_40min_r3,9.17136,9.72045,7.94327,11.6232,11.4606,12.8984,11.5429,8.59177,8.70722,8.89102,8.56666,9.35758,9.49906,8.1025,8.46409,8.82708
cefmec_cefmec_40min_r4,8.53924,9.21216,7.77873,11.3871,11.2106,12.3827,11.4244,8.63596,8.80501,8.59723,8.34738,9.08044,9.21462,8.557,8.31264,8.75324
hha_wt_4hr_biofilm_r1,12.9833,13.861,10.2624,12.1146,10.2696,11.5336,10.7796,8.78825,9.50573,9.34644,9.56236,10.1233,8.58788,8.3813,9.24788,9.52586
hha_del_hha_4hr_biofilm_r1,13.1057,13.7234,10.5728,11.9034,10.4006,12.0262,10.635,8.76943,9.16127,9.38547,9.29275,10.2757,8.70891,8.43093,8.94865,10.1257
hha_wt_glu_4hr_biofilm_r1,9.71968,11.8187,8.49353,11.1235,9.38276,10.8618,10.2992,7.75661,8.70168,8.53124,8.53604,9.50947,8.0468,8.38398,8.3305,9.40399
hha_del_hha_glu_4hr_biofilm_r1,11.7348,12.5949,8.91907,11.194,9.61995,11.0857,10.1419,7.6468,8.32065,8.86755,8.49966,9.56433,8.56469,8.54778,8.83266,9.32849
hha_del_hha_glu_15hr_biofilm_r1,13.7009,13.6585,10.3732,12.1773,9.99004,12.2924,10.7932,9.15199,9.47448,9.68593,9.5587,9.97394,8.57812,7.99427,7.7351,8.94702
hha_del_hha_glu_24hr_biofilm_r1,12.4135,12.6556,8.40922,11.4304,9.19714,11.9118,10.2579,11.4881,11.3719,10.1988,10.5335,10.5187,9.09892,7.7951,6.9181,8.23352
HU_wt_LB_exp_r1,7.634,7.51074,7.55819,11.2167,11.0227,12.32,10.7423,7.81099,8.52631,8.62426,8.4863,9.41073,9.72393,8.23259,8.78126,8.78296
HU_wt_LB_exp_r2,7.75785,7.7718,7.80604,11.107,10.8678,12.2037,10.7743,7.91819,8.3866,8.82588,8.58238,9.45097,9.47341,7.77007,8.01598,8.51321
HU_wt_LB_trans_r1,8.89165,8.23388,7.58214,11.7017,10.3303,12.0268,10.0317,7.63538,8.63848,8.79297,8.41188,9.51288,9.62355,8.06951,8.63223,8.66031
HU_wt_LB_stat_r1,13.2246,12.8912,8.63172,12.2368,9.63125,12.1355,9.90228,10.3206,10.0034,9.81422,9.60506,10.7149,9.56369,7.53041,7.48212,9.85034
HU_wt_LB_stat_r2,13.1574,12.9295,8.7703,11.6969,10.4086,12.3798,10.6076,9.7551,9.52062,9.66162,9.59379,10.3885,9.33557,7.47122,8.02227,8.82218
HU_hupA_LB_exp_r1,9.49158,9.52901,7.73835,12.2548,11.1218,12.3797,10.9884,8.52067,9.1177,9.01133,9.77722,10.2892,9.35587,7.77512,8.29733,9.03547
HU_hupA_LB_trans_r1,7.84712,7.66894,7.62452,12.2547,10.5979,12.0126,10.2845,7.53835,8.39098,8.89118,8.33294,9.20467,9.38435,7.95521,8.08962,8.47899
HU_hupA_LB_stat_r1,13.5489,13.381,9.14638,12.1909,9.89755,12.0253,10.3163,9.091,9.11942,9.71552,9.17704,9.8544,9.13546,7.54014,7.72962,8.61685
